0.002500, 0.100000, 50
0.010315, 0.156308, 50
0.023344, 0.260572, 50
0.041590, 0.364922, 50
0.065060, 0.469395, 50
0.093761, 0.574028, 50
0.127704, 0.678859, 50
0.166901, 0.783927, 50
0.211364, 0.889274, 50
0.261112, 0.994945, 50
0.316161, 1.100986, 50
0.376533, 1.207449, 50
0.442253, 1.314389, 50
0.513346, 1.421865, 50
0.589843, 1.529943, 50
0.671778, 1.638695, 50
0.759188, 1.748202, 50
0.852116, 1.858554, 50
0.950608, 1.969850, 50
1.054718, 2.082203, 50
1.161824, 2.142103, 50
1.269272, 2.148965, 50
1.377078, 2.156115, 50
1.485256, 2.163569, 50
1.593823, 2.171344, 50
1.702796, 2.179458, 50
1.812192, 2.187928, 50
1.922031, 2.196772, 50
2.032331, 2.206008, 50
2.143114, 2.215655, 50
2.254401, 2.225730, 50
2.366213, 2.236250, 50
2.478575, 2.247230, 50
2.591509, 2.258685, 50
2.705040, 2.270627, 50
2.819193, 2.283064, 50
2.933994, 2.296001, 50
3.049466, 2.309440, 50
3.165634, 2.323375, 50
3.282524, 2.337793, 50
3.400158, 2.352673, 50
3.518557, 2.367984, 50
3.637741, 2.383684, 50
3.757727, 2.399717, 50
3.878527, 2.416012, 50
4.000152, 2.432483, 50
4.122603, 2.449025, 50
4.245879, 2.465516, 50
4.369969, 2.481817, 50
4.494858, 2.497768, 50
4.620518, 2.513196, 50
4.746913, 2.527915, 50
4.874000, 2.541726, 50
5.001721, 2.554430, 50
5.130013, 2.565828, 50
5.258799, 2.575730, 50
5.387997, 2.583961, 50
5.517516, 2.590374, 50
5.647258, 2.594848, 50
5.777123, 2.597303, 50
5.907008, 2.597696, 50
6.036810, 2.596031, 50
6.166427, 2.592352, 50
6.295765, 2.586744, 50
6.424731, 2.579329, 50
6.553244, 2.570257, 50
6.681229, 2.559704, 50
6.808622, 2.547859, 50
6.935368, 2.534921, 50
7.061423, 2.521088, 50
7.186750, 2.506556, 50
7.311326, 2.491509, 50
7.435132, 2.476118, 50
7.558159, 2.460540, 50
7.680404, 2.444911, 50
7.801872, 2.429352, 50
7.922570, 2.413964, 50
8.042512, 2.398832, 50
8.161713, 2.384027, 50
8.280193, 2.369602, 50
8.397973, 2.355598, 50
8.515075, 2.342048, 50
8.631524, 2.328971, 50
8.747343, 2.316379, 50
8.862557, 2.304280, 50
8.977190, 2.292672, 50
9.091268, 2.281551, 50
9.204813, 2.270910, 50
9.317850, 2.260735, 50
9.430401, 2.251016, 50
9.542488, 2.241736, 50
9.654132, 2.232879, 50
9.765353, 2.224430, 50
9.872282, 2.138584, 50
9.972282, 2.000000, 50
10.072282, 2.000000, 50
10.172282, 2.000000, 50
10.272282, 2.000000, 50
10.372282, 2.000000, 50
10.472282, 2.000000, 50
10.572282, 2.000000, 50
10.672282, 2.000000, 50
10.772282, 2.000000, 50
10.872282, 2.000000, 50
10.972282, 2.000000, 50
11.072282, 2.000000, 50
11.172282, 2.000000, 50
11.272282, 2.000000, 50
11.372282, 2.000000, 50
11.472282, 2.000000, 50
11.572282, 2.000000, 50
11.672282, 2.000000, 50
11.772282, 2.000000, 50
11.872282, 2.000000, 50
11.972282, 2.000000, 50
12.072282, 2.000000, 50
