0.000625, 0.025000, 50
0.002500, 0.037500, 50
0.005625, 0.062500, 50
0.010000, 0.087500, 50
0.015625, 0.112500, 50
0.022500, 0.137500, 50
0.030625, 0.162500, 50
0.040000, 0.187500, 50
0.050625, 0.212500, 50
0.062500, 0.237500, 50
0.075625, 0.262500, 50
0.090000, 0.287500, 50
0.105625, 0.312500, 50
0.122500, 0.337500, 50
0.140625, 0.362500, 50
0.160000, 0.387500, 50
0.180625, 0.412500, 50
0.202500, 0.437500, 50
0.225625, 0.462500, 50
0.250000, 0.487500, 50
0.275625, 0.512500, 50
0.302500, 0.537500, 50
0.330625, 0.562500, 50
0.360000, 0.587500, 50
0.390625, 0.612500, 50
0.422500, 0.637500, 50
0.455625, 0.662500, 50
0.490000, 0.687500, 50
0.525625, 0.712500, 50
0.562500, 0.737500, 50
0.600625, 0.762500, 50
0.640000, 0.787500, 50
0.680625, 0.812500, 50
0.722500, 0.837500, 50
0.765625, 0.862500, 50
0.810000, 0.887500, 50
0.855625, 0.912500, 50
0.902500, 0.937500, 50
0.950625, 0.962500, 50
1.000000, 0.987500, 50
1.050000, 1.000000, 50
1.100000, 1.000000, 50
1.150000, 1.000000, 50
1.200000, 1.000000, 50
1.250000, 1.000000, 50
1.300000, 1.000000, 50
1.350000, 1.000000, 50
1.400000, 1.000000, 50
1.450000, 1.000000, 50
1.500000, 1.000000, 50
1.550000, 1.000000, 50
1.600000, 1.000000, 50
1.650000, 1.000000, 50
1.700000, 1.000000, 50
1.750000, 1.000000, 50
1.800000, 1.000000, 50
1.850000, 1.000000, 50
1.900000, 1.000000, 50
1.950000, 1.000000, 50
2.000000, 1.000000, 50
2.050000, 1.000000, 50
2.100000, 1.000000, 50
2.150000, 1.000000, 50
2.200000, 1.000000, 50
2.250000, 1.000000, 50
2.300000, 1.000000, 50
2.350000, 1.000000, 50
2.400000, 1.000000, 50
2.450000, 1.000000, 50
2.500000, 1.000000, 50
2.550000, 1.000000, 50
2.600000, 1.000000, 50
2.650000, 1.000000, 50
2.700000, 1.000000, 50
2.750000, 1.000000, 50
2.800000, 1.000000, 50
2.850000, 1.000000, 50
2.900000, 1.000000, 50
2.950000, 1.000000, 50
3.000000, 1.000000, 50
3.062178, 1.243560, 50
3.124943, 1.255301, 50
3.188252, 1.266189, 50
3.252136, 1.277663, 50
3.316623, 1.289751, 50
3.381747, 1.302474, 50
3.447540, 1.315853, 50
3.514035, 1.329905, 50
3.581267, 1.344642, 50
3.649270, 1.360066, 50
3.718079, 1.376174, 50
3.787726, 1.392949, 50
3.858244, 1.410361, 50
3.929662, 1.428363, 50
4.002007, 1.446888, 50
4.075299, 1.465847, 50
4.149555, 1.485125, 50
4.224784, 1.504575, 50
4.300985, 1.524025, 50
4.378149, 1.543266, 50
4.456252, 1.562060, 50
4.535259, 1.580142, 50
4.615120, 1.597222, 50
4.695770, 1.612991, 50
4.777126, 1.627139, 50
4.859094, 1.639358, 50
4.941562, 1.649362, 50
5.024407, 1.656900, 50
5.107496, 1.661769, 50
5.190687, 1.663831, 50
5.273838, 1.663016, 50
5.356805, 1.659329, 50
5.439447, 1.652851, 50
5.521634, 1.643734, 50
5.603243, 1.632188, 50
5.684167, 1.618472, 50
5.764311, 1.602877, 50
5.843597, 1.585715, 50
5.921962, 1.567300, 50
5.999358, 1.547937, 50
6.075754, 1.527917, 50
6.151129, 1.507503, 50
6.225476, 1.486930, 50
6.298796, 1.466401, 50
6.371100, 1.446088, 50
6.442407, 1.426130, 50
6.512739, 1.406639, 50
6.582124, 1.387702, 50
6.650593, 1.369380, 50
6.718179, 1.351717, 50
